acc,prec,rec,fs
55.16,51.45,49.07,41.66
acc,prec,rec,fs
55.16,51.45,49.07,41.66
34.13,35.38,47.44,31.50
acc,prec,rec,fs
55.16,51.45,49.07,41.66
34.13,35.38,47.44,31.50
acc,prec,rec,fs
56.75,57.85,50.85,42.53
42.06,39.70,48.85,37.09
acc,prec,rec,fs
95.63,94.30,92.55,93.31
89.68,87.52,82.42,83.39
