acc,prec,rec,fs
96.03,95.26,92.75,93.81
88.10,82.24,81.05,81.42
acc,prec,rec,fs
49.21,41.77,40.18,36.69
28.57,34.44,31.56,26.16
acc,prec,rec,fs
49.21,41.77,40.18,36.69
28.57,34.44,31.56,26.16
acc,prec,rec,fs
59.52,55.73,50.93,46.52
40.87,36.17,39.06,30.90
acc,prec,rec,fs
96.03,95.26,92.75,93.81
88.10,82.24,81.05,81.42
acc,prec,rec,fs
96.03,95.26,92.75,93.81
88.10,82.24,81.05,81.42
acc,prec,rec,fs
96.03,95.26,92.75,93.81
88.10,82.24,81.05,81.42
