acc,prec,rec,fs
92.86,89.75,89.73,89.71
81.75,68.00,68.51,67.99
acc,prec,rec,fs
94.84,94.44,94.85,94.48
92.06,88.52,87.84,87.99
acc,prec,rec,fs
89.68,86.91,88.26,86.75
81.35,68.88,68.24,68.14
